id	rmks
20200130000659I	PILOT HAND PROP STARTED AIRCRAFT. AFTER AIRCRAFT STARTED, ENGINE POWER CARRIED THE UNOCCUPIED AIRCRAFT INTO A RIGHT
20200426001069I	THE PLANE (1945 TAYLORCRAFT) WAS FLYING ABOUT 10 MILE W/NW OF ALW.  THE PILOT CONDUCTED A LOW PASS OVER A FIELD, PA
20200126001589A	ON JANUARY 26, 2020, AT 0945 PACIFIC STANDARD TIME (PST), A SIKORSKY S-76B HELICOPTER, N72EX,\nCOLLIDED WITH HILLY T
20200413002759I	FROM TOWER CAMERA -ON LANDING ROLLOUT RWY 35R, AT KAPA, AIRCRAFT ENTERS TAXIWAY A9, RIGHT OF A9 CENTERLINE. AIRCRAF
20200401003869A	DURING THIS INSTRUCTIONAL FLIGHT THE CREW WAS PRACTICING SIMULATED IN-FLIGHT ENGINE OUT PROCEDURES. AFTER COMPLETIN
20200111004049A	ON JANUARY 11, 2020, AT APPROXIMATELY 17:30 HOURS, A PIPER PA-46-350 OWNED BY MISSION FLIGHT CHARTERS SERVICES LLC 
20211215022849I	A NON-CERTIFICATED STUDENT, UNFAMILIAR WITH THIS AIRCRAFT, INADVERTENTLY RAISED THE GEAR HANDLE TO THE "GEAR UP" PO
20200531004379A	ON MAY 31, 2020, ABOUT 1330 CENTRAL DAYLIGHT TIME, A PIPER PA28-180, N6461J, WAS DESTROYED WHEN IT WAS INVOLVED IN 
20200515004849A	THE PILOT STATED HE DEPARTED IL84 (DOUGLAS PRIVATE AIRPORT) IN N92036, A CESSNA 172M, TO PURCHASE FUEL AT THE MACOM
20200429005539I	ON 4/29/2020 AT APPROXIMATLEY 1000 CDT, N5381A, A CESSNA CE-310-B AIRCRAFT,  FLOWN BY A CERTIFICATED PRIVATE PILOT 
20200520006919A	ON MAY 20, 2020, AT 1042 PDT, N883PJ, S/N 1217 A CIRRUS SR20 AIRCRAFT CRASHED AND SUSTAINED SUBSTANTIAL DAMAGE 2 MI
20200529007209I	DURING LANDING AT OCALA AIRPORT (KOCF), PILOT LOST CONTROL OF AIRCRAFT DUE TO CROSS WINDS AND ROLLED OUT ACROSS THE
20200522007419A	ON MAY 22, 2020 AT 1918 LOCAL TIME, A TAILWHEEL EQUIPPED CESSNA CE-182A AIRCRAFT, N5179D, REGISTERED TO A FLIGHT SC
20200630008089I	AIRCRAFT LANDED RUNWAY 22 AT KOLS WITH GEAR UP MAKING CONTACT WITH THE SURFACE AND SLIDING TO A STOP.
20200725008809I	AIRCRAFT DEPARTED FOK FOR ACK AND SHORTLY AFTER DEPARTURE, THE CAPTAIN HEARD A NOISE THAT WAS SHORTLY FOLLOWED BY A
20220302008899A	ON 03/02/2022, N8814X TOOK OFF OUT OF THERMAL AIRPORT AND LEVELED OFF IN LOW-LEVEL CRUISE PROCEEDING TOWARDS THE NO
20200705009682A	THE DEHAVILAND BEAVER WAS CONDUCTING FLIGHT TOUR OVER LAKE COEUR D?ALANE WITH FIVE PASSENGERS. THE OPERATOR IS ^PRI
20200118010549I	ON 01/18/2020 STUDENT PILOT ^PRIVACY DATA OMITTED^, ^PRIVACY DATA OMITTED^ WENT ON A SOLO CROSS COUNTRY FLIGHT FROM
20200725011149I	PILOT WAS ON A VFR APPROACH TO SENECA COUNTY (TIFFIN, 1G6) AND CONDUCTED A GO AROUND DUE TO AN AIRCRAFT TAXIING DOW
20201007012229I	ON OCTOBER 7, 2020 AT APPROXIMATELY 16:15 CDT, N28409 A CESSNA T310Q, REGISTRATION PENDING TO ^PRIVACY DATA OMITTED
20200908012989I	PILOT TOOK-OFF FROM DENVER INTERNATIONAL AIRPORT, COLORADO (KDEN) AND WAS ENROUTE TO CHEYENNE REGIONAL AIRPORT, WYO
20200812013859I	ON 7/12/2020 APPROXIMATELY 1230PM, ^PRIVACY DATA OMITTED^, AT LS84 IN N704KT A CESSNA 150M.\nON A 2200FT RUNWAY LINE
20200529014499I	WHILE REPOSITIONING AIRCRAFT FROM TERMINAL TO PARKING PILOT TRIED TO MAKE A LEFT 180 DEGREE TURN IN ORDER TO GIVE W
20200815015239I	PILOT STATEMENT: ON DOWNWIND LEG ENGINE STALLED. PILOT SWITCHED TO RIGHT TANK, TURNED ON BOOST PUMP AND ENGINE REST
20200712016229A	ON 07/12/2020 AYRES THRUSH S2R N3104S WAS FLYING FROM HAYTI, MISSOURI TO VINTON, IOWA THE AIRCRAFT WAS FULL OF FUEL
20211123022839A	ON NOVEMBER 23, 2021, ABOUT 1032, AN EXPERIMENTAL AMATEUR-BUILT ZENITH ZODIAC 601XL, N601KS, WAS DESTROYED WHEN IT 
20201016015599A	THE PILOT WAS HOVERING LOW AT THE EDGE OF THE POND TO SHOW THE PASSENGERS A PORTION OF THE SPEEDWAY FACILITIES WHEN
20200729016799A	07/29/2020 A CESSNA 172 N6705E, DURING TAKE-OFF AT THE COLUMBIA COUNTY AIRPORT IN HUDSON, NY. THE AIRCRAFT VEERED T
20210307000269I	AIRCRAFT WAS INBOUND TO LAND RUNWAY 18 AT SPRINGDALE, AR.  UPON THE AICRAFT TOUCHING DOWN ON THE MAIN LANDING GEAR,
20210314001339I	N82TA EXPERIENCED A LOUD BANG AFTER TAKE OFF AND TRANSITIONING LANDING GEAR TO THE UP POSITION FOR A PARACHUTE EVEN
20210307002559I	ON MARCH 7, 2021, AT APPROXIMATELY 1615 EASTERN STANDARD TIME, A CESSNA CE-T301R AIRCRAFT, N314BB, LANDED WITH THE 
20201027020999A	DURING EXTERNAL LOAD OPERATION TO RELOCATE EQUIPMENT, ENGINE LOST POWER.  PILOT JETTISONED LOAD AND LINE BUT WAS NO
20201231020919I	12/31/2021 - N5471P WHILE ON APPROACH TO RWY 27PIC SELECTED GEAR DOWN, GEAR INDICATION WAS NOT GREEN, PIC RETARDED 
20210129003279A	THE PILOT STATED HE WAS FINALIZING DOWNWIND FOR FD71 WEST TO LAND ON 36 AND HE ENTERED FINAL WITH FLAPS EXTENDED AN
20210208003559A	ON FEBRUARY 8, 2021, AT APPROXIMATELY 16:45 EST, N4657G, A CESSNA 172N, S/N 17273283 ^PRIVACY DATA OMITTED^,  EXPER
20220529009079A	AFTER APPROX 25 MINUTES OF FLIGHT THE PILOT DESCENDED FROM 2500 ML TO 1500 MSL. AFTER MAINTAINING THAT ALTITUDE THE
20210612006399I	STATEMENT FROM THE PILOT:\nI WENT FOR A SHORT FLIGHT BEFORE 6PM AND WAS CLEARED TO LAND ON RUNWAY 29L. THE APPROACH 
20210625007149A	ON JUNE 25, 2021, AT 13:37 PACIFIC STANDARD TIME (PST), A ^PRIVACY DATA OMITTED^SD3-60 (N970AA), OPERATED BY ^PRIVA
20210429007579I	ON APRIL 29, 2021, N20106 A CESSNA 172M, SERIAL NUMBER 17261014, DEPARTED  COBB COUNTY INTERNATIONAL AIRPORT (RYY),
20210429007589I	AFTER SELECTING GEAR DOWN FOR LANDING AT KSTJ, THE LEFT LANDING GEAR DID NOT FULLY EXTEND TO THE DOWN AND LOCKED PO
20210618007879A	PART 141 OPERATOR CERTIFICATE NO. 9NCS068L, ^PRIVACY DATA OMITTED^ PREFORMING INSTRUCTION OPERATING CESSNA CE-172N,
20220528009059A	THE PILOT STATED HE EXTENDED THE LANDING GEAR AND HAD THREE GREEN WHILE ON LEFT DOWNWIND FOR RUNWAY 36 FOR  AT PXE.
20210725011949A	ON JULY 25, 2021 N728KG ATTEMPTED LANDING ON RUNWAY 17 AT L05. THE PILOT REPORTED A WIND GUST WHICH RESULTED IN LOS
20210423009249A	INITIAL REPORT FROM WESTERN SERVICE AREA ROC DATE 04/23/2021, 2110Z STATED ?N59EZ TAXIED OUT TO THE BLAST FENCE FOR
20210627010989A	DESCRIPTION:\nAIRCRAFT WAS HIT WITH A CROSSWIND GUST ON CLIMBOUT AND ENDED UP IN BUSHES ON THE SIDE OF THE RUNWAY.\n\n
20210726011979I	AFTER DEPARTURE FROM BIL AND WHILE IN CRUISE FLIGHT THE DOOR WARNING LIGHT ILLUMINATED. PILOT ATTEMPTED TO RE-LATCH
20220530009149I	ON MAY 30, 2022, AT APPROXIMATELY 10:30 AM, THE AIRCRAFT INVOLVED BEGAN A TAXI FROM ITS OPEN HANGAR TIE DOWN.  PRIO
20210815014349I	DURING CRUSE FLIGHT THE AIRCRAFT ENGINE BEGAN SPUTTERING. PILOT APPLIED CORRECTIVE ACTION TO REGAIN PROPER ENGINE O
20210820013859A	ON FRIDAY AUGUST 20, 2021, AT APPROXIMATELY 1013 LOCAL TIME, N8262P CRASHED INTO A WOODED AREA JUST NORTHWEST OF TH
20210616014879I	FLIGHT INSTRUCTOR AND STUDENT DEPARTED PWG, GAINED 400 FEET OF ALTITUDE WHEN THE ENGINE CEASED PRODUCING POWER.  A 
20210905015369I	ON SEPT 5, 2021 AT 1520 EST, AIRPLANE PIPER PA46 REGISTRATION N87RD, LANDED LONG AND CAME TO A STOP APPROX. 30 FEET
20220116000699A	ON JANUARY 16, 2022, 0923 CST, A NORTH AMERICAN AVIATION AT-6C AIRCRAFT LANDED AT STINSON MUNICIPAL (SSF), RUNWAY 3
20220529009119A	ON 05/29/2022 AT APPROXIMATELY 1016 EDT, A CESSNA 150 DEPARTED THE SOUTH EDGE OF RUNWAY 32 AT KCRG WHILE PERFORMING
20220305003659A	ON MARCH 5, 2022, ABOUT 1105 EASTERN STANDARD TIME, AN RV-6, N29XL, WAS SUBSTANTIALLY DAMAGED UPON LANDING ROLLOUT 
20220531009199A	ON MAY 31, 2022 AT APPROXIMATELY 1930 EST, CIVIL AIRCRAFT ^PRIVACY DATA OMITTED^, A PIPER AIRCRAFT MODEL PA-28-161,
20211226022859I	MAIN LANDING GEAR (MLG) WOULD NOT LOWER DURING DESCENT. ATTEMPTED TO FIX WHILE CIRCLING AIRFIELD. NOSE LANDING GEAR
20220530009169A	ON THE MORNING OF THE ACCIDENT AIRCRAFT ^PRIVACY DATA OMITTED^ DEPARTED NAPA COUNTY AIRPORT (KAPC) FOR A SMALL PRIV
20220529009109A	AIRCRAFT ^PRIVACY DATA OMITTED^ DEPARTED HORSESHOE LAKE, CHULUOTA, FL AT APPROXIMATELY 0845 EDT ON 05/29/2022 FOR T
20220531009179I	ON MAY 31, 2022 AT APPROXIMATELY 11AM,^PRIVACY DATA OMITTED^, A CESSNA 172 ON AEROCET 220 FLOATS WAS BEING OPERATED
20220531009209I	AIRMAN WAS LANDING AT REDMOND AIRPORT. WINDS WERE A CROSSWIND BUT WITHIN LIMITS ACCORDING TO AIRMAN, LANDING WAS OK
20220529009089I	AFTER LANDING, HALF WAY THROUGH THE ROLL OUT THE AIRCRAFT WAS BEHAVING LIKE THE PILOT WAS ON THE BRAKES.  AS HE WAS
20220602009269A	PILOT IN COMMAND WAS PRACTICING CROP DUSTING MANEUVERS.  DURING A TURN TO THE RIGHT, THE AIRCRAFT ENTERED A STALL /
20220602009309A	ON A WRITTEN STATEMENT, THE PILOT STATED, ?ON JUNE 2, 2022 UNDERSIGNED WAS LANDING AT RUNWAY 9 OF THE HOUSTON SOUTH
20220602009319I	ON JUNE 2, 2022 AT 2120Z AIRCRAFT ^PRIVACY DATA OMITTED^,A PITTS S-2C, DEPARTED RUNWAY 28 AT CENTENNIAL AIRPORT AND
20220907009379A	ON WEDNESDAY SEPTEMBER 7TH 2022 AT APPROXIMATELY 08:30 FLOAT PLANE ^PRIVACY DATA OMITTED^ WAS BEING OPERATED ON A C
20210731022869I	UPON RETURN TO FT. WORTH MEACHAM, TX AIRPORT (FTW) FROM  A MULTI-ENGINE INSTRUCTIONAL FLIGHT, WITH A STUDENT PILOT 
20220909009359I	THE PILOT COMPLETED AN AERIAL INSPECTION OF A COMMONLY USED GRAVEL LANDING STRIP AND OBSERVED SOME AREAS WITH STAND
20220721009369I	ON JULY 21, 2022, AT APPROXIMATELY 1814 LOCAL TIME ^PRIVACY DATA OMITTED^ A CESSNA 172 CONDUCTING PILOT TRAINING WA
20220809009439A	DURING A FIREFIGHTING MISSION, THE PILOT IN FORMATION AS #2 PROCEEDED TO SCOOP WATER FROM LAKE LIVINGSTON TO FILL H
20220917009392A	ON SEPTEMBER 17, 2022, ABOUT 0853 MOUNTAIN DAYLIGHT TIME, A CESSNA 172S, AND A\nSONEX XENOS, WERE DESTROYED WHEN THE
20220602009349A	ON 06/02/2022 AT APPROXIMATELY 3:00PM PDT, BELL HH-1H N91JK, DEPARTED RENO-STEAD AIRPORT TO CONDUCT FAMILIARIZATION
20221009009419A	^PRIVACY DATA OMITTED^, EXP, MADE A HARD LANDING, BOUNCED AND ATTEMPTED TO POWER UP. AIRCRAFT CAME TO REST IN A RES
20220604009579I	ON JUNE 4, 2022 AT 1631Z ON ROCKY MOUNTAIN METROPOLITAN AIRPORT, AIRPLANE ^PRIVACY DATA OMITTED^, A BEECH BE-18 DEP
20220603009509A	ON JUNE 6, 2022, A TAYLORCRAFT WITH THE REGISTRATION NUMBER OF^PRIVACY DATA OMITTED^WAS BEING OPERATED ON AN INSTRU
20200223002259A	PILOT STATES THAT HE FILLED THE AIRCRAFT UP WITH FUEL AT AUGUSTA REGIONAL AIRPORT (AGS) AND WAS IN ROUTE TO DANIEL 
20220604009549I	ON 06/04/2022 AT APPROXIMATELY 1145 EDT, A CESSNA 401A S/N 401A 0063 ^PRIVACY DATA OMITTED^ EXPERIENCED MECHANICAL 
20200508001209I	UPON LANDING ON RUNWAY 14 AT THE DESTIN AIRPORT, THE PILOT BEGAN TO EXIT THE RUNWAY WHEN A STRONG GUST OF WIND PUSH
20200217002479I	CFI PILOT WAS FLYING PHASE ONE FLIGHT TESTING WITH THE INTENTION OF ^PRIVACY DATA OMITTED^ / BUILDER TRANSITION TRA
20200204002849I	ON 02/04/2020 ^PRIVACY DATA OMITTED^ A SINGLE ENGINE LAND, INSTRUMENT RATED PILOT, WAS FLYING ON A PRIVATE FLIGHT T
20200427003349I	N3321F VEERED OFF OF RUNWAY 04 DURING LANDING AND CAME TO A STOP ON INTERSECTING RUNWAY 10/28 AT FAYETTEVILLE REGIO
20200513005599I	STUDENT PILOT WAS PERFORMING TOUCH AND GO'S. DURING APPROACH TO RUNWAY L9, STUDENT PILOT RETRACTED LANDING GEAR BY 
20220503009459I	PILOTS STATEMENT:\nON MAY 4, 2022 AT APPROXIMATELY 4:15CST I,^PRIVACY DATA OMITTED^, PILOT OF CESSNA 210 1664M EXPER
20200701005329I	ON 7/1/2020 AT APPROXIMATELY 0846 LOCAL TIME, THE PILOT?S COCKPIT SIDE WINDOW BLEW OUT AND THE AIRCRAFT EXPERIENCED
20200622006479A	ON JUNE 22, 2020 AT APPROXIMATELY 11752Z, A CESSNA 150 SINGLE ENGINE AIRCRAFT, N1718Q DEPARTED ON A VFR FLIGHT FROM
20200616006729A	I DEPARTED FALCON FIELD, AT APPROXIMATELY 12:45 FOR THE SHORT FLIGHT TO AK CHIN (A39) TO FUEL MY AIRPLANE. I CLIMBE
20200601007309I	WHILE CONDUCTING PARACHUTE TRAINING, THE INSTRUCTOR AND STUDENT WERE SEPARATED DURING EXIT OF THE AIRCRAFT.  THE ST
20200622008309I	N741TR IS A PRIVATELY OWNED, AMATEUR BUILT, 2017 PIPISTREL V AIRCRAFT. THE EXPERIMENTAL RACING A/W CERTIFICATE DATE
20200705009209I	AIRCRAFT WAS IN A HOVERING TOE IN LANDING, AT POWER. PASSENGERS WERE PREPARING TO OFF LOAD WHEN A SPRUCE TREE FEEL 
20220604009569I	PILOT STATEMENT\r\n\r\nON JUNE 4, 2022 AT APPROXIMATELY 8PM, ON LANDING AT 1G3, DIRECTLY AFTER \r\nTOUCHDOWN A DEER RAN O
20200725009279A	ON JULY 25, 2020 AT 20:16 EASTERN DAYLIGHT TIME (EDT), AN AERONCA 7GCBC AIRCRAFT, N86614, REGISTERED TO ^PRIVACY DA
20200302009979I	CFI AND STUDENT WERE DOING TOUCH AND GOES AT MOBILE, AZ (1AZ0) AND DUE TO A HARD LANDING THE RIGHT MAIN LANDING GEA
20200708011559I	DURING AN ASES INSTRUCTIONAL FLIGHT AIRMAN STUDENT LOST CONTROL OF AIRCRAFT ON TAKEOFF- INCLUDING DIRECTIONAL CONTR
20200721011899I	CEDAR KEY, FL: N945WW, CH601, MADE A HARD LANDING ON RUNWAY 23 COLLAPSING THE NOSE GEAR. POB: 2, INJURIES: NONE, DA
20201020014589A	ON OCTOBER 20, 2020 AT 1240PM A CESSNA 185 N850WB DEPARTED RUNWAY GRAVEL RUNWAY 32 LAKE HOOD, ANCHORAGE ALASKA FOR 
20201114014999A	WINDS REPORTED ON UNICOM AS 150 AT 9 KNOTS.  PILOT WITH PASSENGER LANDED ON RUNWAY 18.  DURING GROUND ROLL OUT, AIR
20220603009489I	THE STUDENT WAS FLYING SOLO IN THE AIRPORT VICINITY AND WAS RETURNING TO LAND. THE FUEL SELECTOR WAS INADVERTENTLY 
20201116015129I	DURING A TRAINING FLIGHT WITH 2 STUDENTS AND ONE INSTRUCTOR ON BOARD, THE STUDENT WAS SETTING UP FOR RWY 32 RNAV AP
20201017017099I	NEW OWNER (CFII) PURCHASED AIRCRAFT DAY BEFORE ACCIDENT. HE ALLOWED A FAMILY MEMBER (ALSO HIS STUDENT) TO FLY AIRCR
20201202017439A	2020-12-02 N28067, 1979 BELLANCA, TOOK OFF FROM ANOKA, MN AIRPORT (KANE) AT ABOUT 2100L. THE PLAN WAS A SCENIC NIGH
20201029018279A	ON OCTOBER 29, 2020, AT APPROXIMATELY 0945 PDT, THE LAS VEGAS FLIGHT STANDARDS DISTRICT OFFICE RECEIVED NOTIFICATIO
20210203000509I	ON 02/03/2021 AT APPROXIMATELY 1400L TIME, N3215Z, A 1959 PA-22 PIPER TRI-PACER, SERIAL NUMBER 22-7155 ^PRIVACY DAT
20210204001379A	AIRCRAFT SUSTAINED AN INFLIGHT BREAKUP DUE TO UNKNOWN REASONS WHILE ENROUTE FROM PAGK TO PAMX. THE CAUSE FOR THE IN
20210228002419I	N6146 WAS CONDUCTING PATTERN WORK AT KMYF MONTGOMERY-GIBBS EXECUTIVE AIRPORT.   THE PILOT COMPLETED HIS LANDING CHE
20210405005839A	THE AIRCRAFT ^PRIVACY DATA OMITTED^PILOT STATED HE AND HIS PASSENGER/SON WERE FLYING OUT TO CHECK CROPS. HIS ADULT 
20210407005849A	AT PPROX. 1410 ON 04/07/2021 N24RG CRASHED DURING TAKEOFF FROM N56. THE AIRCRAFT WAS DEPARTING RNWY 24. A WITNESS R
20210903008689A	AIRCRAFT LANDED IN RUNWAY 23 AND RAN OFF THE END OF THE RUNWAY
20220302009449I	ON TAKE-OFF ROLL AT ROTATION, PILOT HEARD "BANG". ABORTED TAKE-OFF, RETURNED TO PARKING. UPON INSPECTION FOUND FOD 
20210701012139I	ON JULY 1, 2021, AT APPROXIMATELY 14:43 MOUNTAIN STANDARD TIME (MST), A BELLANCA 17-30 (N4702V), EXPERIENCED A PART
20210703012459A	ON JULY 3, 2021, N36JJ, A BEECHCRAFT BONANZA G-36, CRASHED IN A MOUNTAIN CANYON APPROXIMATELY 8NM EAST OF ASPEN COL
20220603009499A	ON JUNE 3, 2022, AT APPROXIMATELY 1940 LOCAL TIME, THE PILOT AND SOLE OCCUPANT OF ^PRIVACY DATA OMITTED^, AN EXPERI
20210809013609I	AFTER LANDING AT (MDQ)PILOT FELT A VIBRATION ON THE RIGHT SIDE OF THE AIRCRAFT AND THE RIGHT MAIN LANDING GEAR COLL
20210915014559A	09/15/2021 - N888DV SERIAL # 1000  OPERATED BY ^PRIVACY DATA OMITTED^ TRAVELING FROM THOMASVILLE, GEORGIA TO A UNKN
20210917015849A	N9835R WAS INVOLVED IN A GEAR UP LANDING AT THE OSAGE BEACH, MO AIRPORT ON SEPTEMBER 17, 2021.   A FLIGHT INSTRUCTO
20211109019179A	ON TUESDAY, NOVEMBER 9, 2021, A BEECH V35, REGISTERED AS N87565, SERIAL NUMBER D-8490, WAS INVOLVED IN AN INCIDENT 
20211017017139A	HARD LANDING ON RUNWAY 04 AND THE LANDING GEAR RETRACTED. AIRCRAFT SLID 860 FEET ON UNDERSIDE OF FUSELAGE CAUSING S
20211023018099A	MARENGO, WI (ASX): N843AC, AMERICAN CHAMPION (8KCAB), ACFT MAY HAVE BEEN CONDUCTING AEROBATIC MANEUVERS AND ACFT ST
20210801021219A	ON SUNDAY, AUGUST 1ST, 2021 AT APPROXIMATELY 1254 LOCAL A ROBINSON HELICOPTER R66, N7000J, SERIAL NUMBER 0411 WAS I
20210826022379A	ON 08/26/2021 AT APPROX 15:15 LOCAL TIME AIRCRAFT ^PRIVACY DATA OMITTED^ LANDED RUNWAY 22 . UPON TOUCHDOWN THE AIRC
20220209002869I	DURING APPROACH TO LAND AS THE SECOND NOTCH OF FLAPS WERE REQUESTED A LOUD BANG AND IMMEDIATE RIGHT TURN WITH LOSS 
20220607009639I	THE PILOT IN COMMAND AND PASSENGER/PILOT STATEMENTS AND INTERVIEWS REVEALED THAT THEY WERE FLYING LOOP PATTERNS ARO
20220502006189A	ON MAY 2, 2022, A 1954 PIPER PA-22-135, N3390A, ^PRIVACY DATA OMITTED^ LOST CONTROL SHORTLY AFTER LANDING.  THE AIR
20220803008819A	DURING  A ROUTINE FLIGHT THAT DEPARTED SAN BERNARDINO AIRPORT AND WAS ENROUTE TO CHINO HILLS THE PILOT BEGAN TO FEE
20220604009659A	ON JUNE 4, 2022, AT 0900, LOCAL TIME, BE-F33A AIRCRAFT BEARING ^PRIVACY DATA OMITTED^, REGISTERED TO THE PRIVATE OW
20220605009619I	UPON LANDING, AIRCRAFT BOUNCED SLIGHTLY AND WHEN AIRCRAFT SETTLED, BEGAN TO SWERVE LEFT OF CENTERLINE WITHOUT ENOUG
20220721009649A	N388RA A CH47D HELICOPTER WAS FOUND ON THE SOUTH BANK OF THE SALMON RIVER PERPENDICULAR TO THE BANK IN ABOUT 7-10 F
20220606009689A	THE AIRCRAFT DEPARTED ECP, CLIMBING TO THE SOUTH. APPROXIMATELY ONE MINUTE INTO THE FLIGHT THE PILOT DECLARED AN EM
20220604009669A	ON JUNE 4 , 2022 AT 14:30 CDT,  A KITFOX MODEL 2, EXPERIMENTAL AIRCRAFT SUFFERED SUBSTANTIAL DAMAGE AFTER THE PILOT
20220605009679A	AFTER APPROXIMATELY 10 MINUTES OF FLIGHT TIME, AFTER TOUCH AND GO AIRCRAFT TOOKOFF FROM RUNWAY AND LOST POWER AT AI
20220620009789I	AIRCRAFT LANDED AT MGM WITHOUT INCIDENT. DURING TAXI OPERATIONS TO THE ^PRIVACY DATA OMITTED^ HANGAR, THE NOSE LAND
20220614009819A	ON JUNE 14, 2022 AT 18:05 EASTERN DAYLIGHT TIME (EDT), A PIPER PA-28 CHEROKEE AIRCRAFT, ^PRIVACY DATA OMITTED^, ^PR
20220607009729A	ON JUNE 7, 2022, ABOUT 0935 EASTERN STANDARD TIME, AN ENSTROM F28 HELICOPTER, ^PRIVACY DATA OMITTED^ SUSTAINED SUBS
20220608009779A	DEPARTED KCHT AT 5 PM CST ON JUNE 8, 2022 TO 12A. THE FLIGHT ENROUTE WAS VERY GOOD, APPROXIMATELY 2 HOURS ENROUTE. 
20220609009739I	ON 9 JUNE 2022, AT APPROXIMATELY 1820, A AVIAT HUSKY AIRCRAFT BEARING REGISTRATION NUMBER ^PRIVACY DATA OMITTED^, E
20220610009809A	THE PILOT IN COMMAND (PIC) LANDED AT THE BIG CREEK AIRPORT (U60), ROLLED OUT, TAXIED TO THE SOUTHERN END OF THE RUN
20220618009839A	ON JUNE 16, 2022 AT 1322Z, AFTER ONE PREVIOUS GO-AROUND, A CESSNA CE-172 BOUNCED APPROXIMATELY 3 TIMES DURING AN AT
20220610009749A	PILOT WAS CLEARED FOR LANDING TOUCH AND GO #1 ON RWY 21 AT FSD AND A JET WAS CLEARED TO LAND #2 FOR RWY 21. PILOT D
20220616009829I	ON JUNE 16, 2022, ABOUT 1445 MDT, A PIPER PA34, ^PRIVACY DATA OMITTED^, ^PRIVACY DATA OMITTED^, WAS DAMAGED WHEN IT
20220623009859I	AFTER TOUCHDOWN ON RWY 5, RIGHT MAIN LANDING GEAR COLLAPSED.  MORE INFORMATION TO FOLLOW AS SOON AS MX CAN GET TO T
20220611009769I	AIRCRAFT WAS LANDING IN CROSSWIND CONDITIONS. THE AIRCRAFT WAS LANDING IN A CROSSWIND. A WHEEL LANDING WAS MADE AND
20220609009919A	ON 06/09/2022 AT APPROXIMATELY 1145MNT, ^PRIVACY DATA OMITTED^LANDED AT THE MCCALL ID AIRPORT (KMYL) AND VEERED OFF
20220626009929I	^PRIVACY DATA OMITTED^ DEPARTED RICE LAKE, WI (KRPD) FOR HOME BASE BRENNAND AIRPORT, NEENAH, WI (79C). BRENNAND AIR
20220618009899A	PILOT/CFI WAS GIVING ^PRIVACY DATA OMITTED^HOVERING INSTRUCTION IN A GRASSY PRACTICE AREA. TO CORRECT A BACKWARD MO
20220624009869I	ON JUNE 24, 2022 AT APPROXIMATELY 1106 LOCAL, AIRCRAFT ^PRIVACY DATA OMITTED^EXPERIENCED A HARD LANDING AT GILLESPI
20220608009989I	THE AIRCRAFT LANDED ON RUNWAY 14 WITHOUT THE LANDING GEAR EXTENDED RESULTING IN A GEAR UP LANDING.
20221002010099I	AIRCRAFT OVERRAN THE RUNWAY AND SHEARED OFF THE NOSE GEAR WHEN TRYING TO REENTER THE RUNWAY.
20220610009949I	PILOT WAS TAXING AIRCRAFT AND TAXIED INTO RUNWAY EDGE LIGHTS AND DAMAGED PROPELLER AND FABRIC ON WING.
20221005010129I	AROUND 1930 ON 5 OCTOBER 2022, AIR AMBULANCE HELICOPTER TOOK OFF FROM GRAND JUNCTION HOSPITAL TO RETURN TO MOAB UTH
20220909010069I	BIRD STRIKE ON ROTATION.  AIRCRAFT CONTINUED TO ROTATE AND RETURNED TO AIRPORT LANDING SAFELY. MAINTENANCE INSPECTE
20221004010139I	THE CREW STATED THEY WERE ON SHORT FINAL FOR RUNWAY 31 AT KSGJ. THE FLIGHT AN INSTRUCTION FLIGHT WAS PERFORMING A G
20220913010059A	UAS REGISTRATION^PRIVACY DATA OMITTED^\r\nDJI MATRICE M600 PRO\r\nSERIAL # M80DHAGR03LWMR\r\nREMOTE PILOT CERTIFICATE^PRI
20221003010049I	AFTER A NOMINAL TAKEOFF AND EXPERIMENTAL (NON-COMMERCIAL) PRACTICE/TESTING PACKAGE DELIVERY OPERATION, AIRCRAFT SN7
20220629010009I	FUSS LANDED ^PRIVACY DATA OMITTED^ AT KMVL JUNE 29, 2022 AT APPROXIMATELY 1503 WITH THE GEAR IN THE RETRACTED POSIT
20221001010039I	THE ROTOR BLADE BROKE OFF DURING INITIAL TAKE OFF AND THE UAS LOST ATLTITUDE AND IMPACTED THE GROUND.
20220609010199I	DURING A TAILWHEEL INSTRUCTION FLIGHT AT KYKM, THE BRAKES WERE APPLIED WITH ENOUGH FORCE TO LIFT THE EMPENNAGE OF T
20220610010239I	WHILE ENROUTE TO MYRTLE BEACH THE PILOT STATED THAT THE AIRCRAFT LOST POWER ABOUT 2 MINUTES AFTER SWITCHING TANKS. 
20210528022879I	PILOT STATED THEY HAD ALREADY DONE A TEST FLIGHT AND WERE LOADING THE FIRST LOAD OF CHEMICALS TO SPRAY FOR THE DAY.
20200116000629I	PILOT CAME IN FOR LANDING ON RUNWAY 04 AT FAYETTEVILLE REGIONAL (FAY). BECAUSE OF A GUSTING CROSSWIND THE PILOT WAS
20200520001039A	ON MAY 20, 2020, AT APPROXIMATELY 22:30 CENTRAL STANDARD TIME (CST) THE REPORTING INSPECTOR ARRIVED TO THE ACCIDENT
