ev_id,entities_json,hfacs_json,relationships_json,extraction_status
20150718X93310,[],"{""operator_mental"": [""Channelized Attention"", ""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""], ""unsafe_decision"": [""Improper Procedure"", ""Inappropriate Maneuver"", ""Poor Decision""]}","[{""subject"": ""Failed to Prepare for Flight"", ""relation"": ""LEADS_TO"", ""object"": ""Procedures"", ""evidence"": ""The pilot further stated that after takeoff while wearing a Telex Echelon 20 noise cancelling headset and flying around the Laurel Lake area (located within the Daniel Boone National Forest), he \""thought he heard sputter or something.\"" He later indicated he was not sure if he heard it or perceived it.""}, {""subject"": ""Failed to Prepare for Flight"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Improper Procedure"", ""evidence"": ""The pilot further stated that after takeoff while wearing a Telex Echelon 20 noise cancelling headset and flying around the Laurel Lake area (located within the Daniel Boone National Forest), he \""thought he heard sputter or something.\"" He later indicated he was not sure if he heard it or perceived it.""}, {""subject"": ""Failed to Prepare for Flight"", ""relation"": ""LEADS_TO"", ""object"": ""Exceeded Ability"", ""evidence"": ""The pilot reported that, during cruise flight, either the water/coolant or oil temperature reading indicated 235 degrees F, which he believed was above the normal reading.""}, {""subject"": ""Failed to Prepare for Flight"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Exceeded Ability"", ""evidence"": ""The pilot reported that, during cruise flight, either the water/coolant or oil temperature reading indicated 235 degrees F, which he believed was above the normal reading.""}]",success
20080320X00340,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""HFACS"", ""tier"": """"}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness""], ""unsafe_decision"": [""Misdiagnosed Emergency""], ""unsafe_perception"": [""Spatial Disorientation""]}",[],success
20160425X12027,"[{""text"": ""operator_mental"", ""role"": ""operator_mental"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation""]}",[],success
20130225X51835,"[{""text"": ""NARRATIVE"", ""role"": ""HISTORY OF FLIGHT"", ""tier"": ""operator_mental""}, {""text"": ""EXECAVIATION LLC"", ""role"": ""OPERATOR"", ""tier"": ""supervisory""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness""]}","[{""subject"": ""Failed to Communicate"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Crew Rest Violation"", ""evidence"": ""The pilot further reported there was no issue related to the front engine.""}, {""subject"": ""Failed to Correct Known Problem"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Inadequate Supervision"", ""evidence"": ""The pilot further reported there was no issue related to the front engine.""}]",success
20160527X13034,"[{""text"": ""operator_mental"", ""role"": ""operator_mental""}, {""text"": ""unsafe_skill"", ""role"": ""unsafe_skill""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness""], ""unsafe_skill"": [""Omitted Checklist Step""]}",[],success
20090522X84907,"[{""text"": ""operator_mental: Distraction, Mental Fatigue, Task Saturation"", ""role"": ""HISTORY OF FLIGHT"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation""]}",[],success
20180809X71140,"[{""text"": ""Pilot"", ""role"": ""operator_mental"", ""tier"": ""unsafe_decision""}, {""text"": ""Pilot"", ""role"": ""unsafe_skill"", ""tier"": ""Omitted Checklist Step""}]","{""unsafe_decision"": [""Improper Procedure"", ""Exceeded Ability""], ""unsafe_skill"": [""Omitted Checklist Step""]}",[],success
20171023X81254,"[{""text"": ""operator_mental"", ""role"": ""HFACS SCHEMA"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation""]}",[],success
20090423X40825,"[{""text"": """", ""role"": """", ""tier"": """"}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""]}","[{""subject"": ""Distraction"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Inadequate Supervision"", ""evidence"": ""The pilot's failure to maintain airspeed during initial climb which resulted in a stall/spin. Contributing to the accident was the degraded engine performance.""}]",success
20141218X34149,"[{""text"": ""HISTORY OF FLIGHTOn December 18, 2014, at 1816 central standard time, a Beech V35A airplane, N555SF, impacted terrain near Seagoville, Texas."", ""role"": ""HFACS"", ""tier"": ""situational_tech""}, {""text"": ""HISTORY OF FLIGHTOn August 30, 2016, about 1801 Pacific daylight time, a Beechcraft A-36 Bonanza airplane, N985CA, was destroyed when it impacted the ground in a recreational vehicle (RV) park about one-half mile prior to the threshold of runway 16L at Reno/Tahoe International Airport (RNO), Sparks, Nevada."", ""role"": ""HFACS"", ""tier"": ""situational_tech""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue""], ""unsafe_decision"": [""Misdiagnosed Emergency""], ""unsafe_skill"": [""Poor Technique"", ""Inadvertent Flight Control Use"", ""Over-controlled Aircraft""]}",[],success
20180822X74921,"[{""text"": ""the pilot's misperception of an engine issue due to her failure to maintain proper pitch control during initial climb."", ""role"": ""NARRATIVE"", ""tier"": """"}, {""text"": ""the student pilot's overshoot of the runway after her misperception of an engine issue due to her failure to maintain proper pitch control during initial climb."", ""role"": ""NARRATIVE"", ""tier"": """"}]","{""operator_mental"": [""Misplaced Motivation""], ""unsafe_decision"": [""Improper Procedure""]}",[],success
20170518X61152,"[{""text"": ""operator_physical"", ""role"": ""supervisory"", ""tier"": ""operator_physical""}]","{""operator_physical"": [""Impaired Physiological State"", ""Physical Fatigue""]}","[{""subject"": ""Complacency"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Automation"", ""evidence"": ""The flight instructor's failure to comply with the demonstration procedure and his lack of proper preparation for the maneuver may have contributed to the automation issue.""}, {""subject"": ""Inadequate Supervision"", ""relation"": ""LEADS_TO"", ""object"": ""Failed to Communicate"", ""evidence"": ""The inadequate supervision by the operator_physical role led to a failure in communication between the instructor and the pilot receiving instruction.""}]",success
20170918X04032,"[{""text"": ""N1835R"", ""role"": ""aircraft_registration"", ""tier"": ""operator_mental""}, {""text"": ""SDY"", ""role"": ""airport_code"", ""tier"": ""situational_tech""}, {""text"": ""08D"", ""role"": ""airport_code"", ""tier"": ""situational_tech""}]","{""unsafe_decision"": [""Misdiagnosed Emergency""], ""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation""]}",[],success
20100507X12609,"[{""text"": ""Cessna T206H, N663HP"", ""role"": ""aircraft"", ""tier"": ""operator_mental""}, {""text"": ""California Highway Patrol (CHP)"", ""role"": ""organization"", ""tier"": ""supervisory""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue""]}",[],success
20170828X32735,"[{""text"": ""the pilot's improper decision to not stop and refuel the airplane as planned and his improper in-flight fuel planning, which resulted in a total loss of engine power due to fuel exhaustion."", ""role"": ""NARRATIVE"", ""tier"": """"}, {""text"": ""the NTSB Pilot/Operator Aircraft Accident/Incident report completed by the owner/operator in consultation with the pilot revealed the \""no\"" block was checked to the question was there mechanical malfuncti"", ""role"": ""NARRATIVE"", ""tier"": """"}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue""], ""unsafe_skill"": [""Inadvertent Flight Control Use"", ""Over-controlled Aircraft""]}",[],success
20081004X11739,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""HFACS SCHEMA"", ""tier"": ""operator_mental""}, {""text"": ""HISTORY OF FLIGHT"", ""role"": ""HFACS SCHEMA"", ""tier"": ""unsafe_skill""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Get-home-itis"", ""Haste"", ""Loss of Situational Awareness"", ""Misplaced Motivation""], ""unsafe_skill"": [""Poor Technique"", ""Inadvertent Flight Control Use"", ""Over-controlled Aircraft""]}",[],success
20160819X11732,"[{""text"": ""The pilot was conducting an agricultural spraying flight in the airplane."", ""role"": null, ""tier"": null}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""]}",[],success
20081020X74013,"[{""text"": ""Cessna 172M airplane"", ""role"": """", ""tier"": """"}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation""]}","[{""subject"": ""Crew Rest Violation"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Excessive Physical Training"", ""evidence"": ""The pilot's failure to maintain aircraft control during takeoff for undetermined reasons. Contributing to the accident was the pilot's failure to abort the takeoff while sufficient runway remained to stop.""}, {""subject"": ""Crew Rest Violation"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Excessive Physical Training"", ""evidence"": ""The pilot did not report any symptoms and was actively controlling the aircraft and speaking with the surviving passenger during the accident sequence.""}]",success
20141004X60516,"[{""text"": ""N335AE"", ""role"": """", ""tier"": """"}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation""]}","[{""subject"": ""Failed to Prepare for Flight"", ""relation"": ""LEADS_TO"", ""object"": ""Not Current/Qualified"", ""evidence"": ""The pilot reported that he and his Duncan, Oklahoma, based medical crew had just returned from a flight to Oklahoma City, Oklahoma, when he received a call from company dispatch to pick-up a patient in Waurika and transport him to United Regional Hospital in Wichita Falls. The pilot accepted the flight, but told dispatch that they needed 15 minutes on the ground to prepare for the flight since they had just landed.""}, {""subject"": ""Failed to Prepare for Flight"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Not Current/Qualified"", ""evidence"": ""The pilot reported that he and his Duncan, Oklahoma, based medical crew had just returned from a flight to Oklahoma City, Oklahoma, when he received a call from company dispatch to pick-up a patient in Waurika and transport him to United Regional Hospital in Wichita Falls. The pilot accepted the flight, but told dispatch that they needed 15 minutes on the ground to prepare for the flight since they had just landed.""}]",success
20130624X54201,"[{""text"": ""the pilot"", ""role"": ""operator_mental"", ""tier"": ""unsafe_skill""}, {""text"": ""another airplane in the vicinity of the accident airplane prior to the accident occurrence."", ""role"": ""personnel_readiness"", ""tier"": ""unsafe_decision""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Misplaced Motivation""], ""unsafe_skill"": [""Inadvertent Flight Control Use"", ""Over-controlled Aircraft""]}",[],success
20121203X20807,"[{""text"": ""Spatial disorientation"", ""role"": ""unsafe_perception"", ""tier"": ""operator_mental""}, {""text"": ""Instrument approach procedure"", ""role"": ""unsafe_skill"", ""tier"": ""unsafe_skill""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Misplaced Motivation""], ""unsafe_skill"": [""Breakdown in Visual Scan""]}",[],success
20131226X82929,"[{""text"": ""operator_mental"", ""role"": ""operator_mental"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Misplaced Motivation"", ""Mental Fatigue"", ""Task Saturation""]}",[],success
20171017X22730,"[{""text"": ""NARRATIVE"", ""role"": ""HISTORY OF FLIGHT"", ""tier"": ""operator_mental""}, {""text"": ""NARRATIVE"", ""role"": ""PERSONNEL INFORMATION"", ""tier"": ""personnel_readiness""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue""]}","[{""subject"": ""Failed to Communicate"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Crew Rest Violation"", ""evidence"": ""Although the pilots had access to sufficient weather information to properly plan their flight around the weather and could have asked for further assistance in avoiding the weather from air traffic control, they elected to fly into an environment favorable to unexpected changes in wind direction and speed due to heavy rain showers, which could result in localized instrument meteorological conditions; however, because only a portion of the wreckage was recovered, the reason for the helicopter's sudden descent and impact with open ocean waters could not be determined.""}, {""subject"": ""Crew Rest Violation"", ""relation"": ""LEADS_TO"", ""object"": ""Failed to Communicate"", ""evidence"": ""Although the pilots had access to sufficient weather information to properly plan their flight around the weather and could have asked for further assistance in avoiding the weather from air traffic control, they elected to fly into an environment favorable to unexpected changes in wind direction and speed due to heavy rain showers, which could result in localized instrument meteorological conditions; however, because only a portion of the wreckage was recovered, the reason for the helicopter's sudden descent and impact with open ocean waters could not be determined.""}]",success
20100723X60734,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""NARRATIVE""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness""]}",[],success
20111107X85529,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""HFACS"", ""tier"": ""system""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation""], ""unsafe_skill"": [""Poor Technique"", ""Inadvertent Flight Control Use"", ""Over-controlled Aircraft""]}","[{""subject"": ""Oversight"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Failed to Prepare for Flight"", ""evidence"": ""The flight instructor had a private pilot certificate with a rating for airplane single-engine land. He had accrued 383.2 total hours of flight experience.""}, {""subject"": ""Oversight"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Not Current/Qualified"", ""evidence"": ""The flight instructor had a private pilot certificate with a rating for airplane single-engine land. He had accrued 383.2 total hours of flight experience.""}]",success
20080515X00671,"[{""text"": ""..."", ""role"": ""..."", ""tier"": ""...""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation""]}","[{""subject"": ""Failed to Coordinate"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Distraction"", ""evidence"": ""The pilot was transmitting directly to the crowd, as well as communicating with an on ground safety observer, the airshow waiver holder, and an air traffic control tower controller.""}, {""subject"": ""Failed to Coordinate"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Inadequate Supervision"", ""evidence"": ""The pilot was transmitting directly to the crowd, as well as communicating with an on ground safety observer, the airshow waiver holder, and an air traffic control tower controller.""}, {""subject"": ""Failed to Coordinate"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Inadequate Supervision"", ""evidence"": ""The pilot was transmitting directly to the crowd, as well as communicating with an on ground safety observer, the airshow waiver holder, and an air traffic control tower controller.""}, {""subject"": ""Failed to Coordinate"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Inadequate Supervision"", ""evidence"": ""The pilot was transmitting directly to the crowd, as well as communicating with an on ground safety observer, the airshow waiver holder, and an air traffic control tower controller.""}]",success
